google_dir,data_file,curator_PersonName,curator_organization,curator_email,modification_date,author_PersonName,author_email,author_orcid_id,addit_contact_person,addit_contact_email,bibliographical_reference,data_doi,network,site_code,location_name,lat,long,datum,elevation,map,mat,clim_avg_yrs,tx_start,aspect_deg,aspect_class,slope,slope_shape,drainage_class,depth_water,parent_transport,parent_material,rock_chem,land_cover,eco_region,loc_texture_class,plant,lit_c,lit_n,lit_p,lit_cn,lit_lig,npp,anpp,bnpp,bnpp_notes,litterfall_anpp,agb,bgb,bgb_lowerdiam,bgb_upperdiam,bgb_type,bgb_notes,bgb_c,bgb_n,bgb_cn,wood_lit_c,align_1,align_2,loc_comments,time_series,gradient,experiments,control_id,number_treatments,merge_align,key_version,L1,L1_level,L2,L2_level,L3,L3_level,L4,L4_level,L5,L5_level,tx_L1,tx_L1_level,tx_L2,tx_L2_level,tx_L3,tx_L3_level,tx_L4,tx_L4_level,tx_L5,tx_L5_level,tx_L6,tx_L6_level,observation_date,veg_note_profile,lyr_c_tot,lyr_soc,lyr_soc_stock,lyr_loi,lyr_som_WalkleyBlack,lyr_n_tot,lyr_n_tot_stock,lyr_c_to_n,lyr_15n,lyr_13c,layer_top,layer_bot,layer_mid,hzn,bd_samp,bd_tot,ph_cacl,ph_h2o,ph_other,sand,silt,clay,coarse_frac,coarse_tot,profile_texture_class,caco3,Ca,Mg,K,Na,cat_exch,base_sum,cec_sum,ecec,bs,mbc_trans,mbn_raw,p_ex_1,p_ex_2,p_ex_3,p_ex_4,n_min,soil_taxon,soil_series,comment_profile,lyr_al_py,lyr_si_py,lyr_fe_ox,lyr_al_ox,lyr_si_ox,lyr_fe_dith,lyr_al_dith,lyr_si_dith,frc_scheme,frc_low_cutoff,frc_high_cutoff,frc_notes,frc_c_tot,frc_oc,frc_n_tot,frc_c_to_n,bd_methods_notes,layer_thick_calc,lyr_soc_stock_calc,lyr_n_stock_calc,control_sample
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,1.65,NA,NA,37.743,0.705,53.544,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.65,1.85,NA,NA,31.11,0.638,48.779,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DW,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.65,1.85,NA,NA,32.377,0.788,41.082,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.65,1.85,NA,NA,30.223,0.692,43.662,NA,10,NA,NA,TRUE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NI,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.65,1.85,NA,NA,21.373,0.532,40.196,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.65,1.85,NA,NA,30.153,0.622,48.48,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.65,1.85,NA,NA,30.467,0.682,44.682,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.85,2,NA,NA,12.05,0.404,29.829,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DW,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.85,2,NA,NA,12.826,0.48,26.738,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.85,2,NA,NA,11.202,0.401,27.933,NA,10,NA,NA,TRUE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NI,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.85,2,NA,NA,16.197,0.49,33.081,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.85,2,NA,NA,12.927,0.462,27.964,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,1.85,2,NA,NA,13.887,0.469,29.603,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,2,2.4,NA,NA,4.015,0.262,15.307,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DW,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,2,2.4,NA,NA,3.779,0.233,16.244,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,2,2.4,NA,NA,3.454,0.231,14.932,NA,10,NA,NA,TRUE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NI,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,2,2.4,NA,NA,3.739,0.249,15.029,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,2,2.4,NA,NA,3.871,0.261,14.837,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,2,2.4,NA,NA,4.026,0.259,15.565,NA,10,NA,NA,FALSE
